КССС|Веса|МАРЕ
9426|(0.00, 0.08, 0.92)|13.30
9430|(0.78, 0.00, 0.22)|16.09
9431|(0.38, 0.09, 0.53)|8.64
94403|(0.05, 0.03, 0.92)|13.45
9465|(0.21, 0.00, 0.79)|69.86
9509|(0.01, 0.18, 0.81)|9.77
9511|(0.01, 0.00, 0.99)|9.78
9516|(0.30, 0.25, 0.45)|9.57
9521|(0.53, 0.40, 0.07)|16.31
95805|(0.01, 0.05, 0.94)|8.53
9719|(0.10, 0.08, 0.82)|7.44
9720|(0.05, 0.01, 0.94)|7.67
9724|(0.82, 0.09, 0.09)|18.54
9745|(0.13, 0.04, 0.83)|8.84
9746|(0.40, 0.29, 0.31)|16.70
9748|(0.44, 0.11, 0.45)|10.21
9753|(0.56, 0.25, 0.19)|12.12
9755|(0.35, 0.26, 0.39)|8.66
9811|(0.00, 0.56, 0.44)|10.82
9812|(0.21, 0.16, 0.63)|11.77
99602|(0.01, 0.09, 0.90)|11.23
