КССС|Веса|МАРЕ
134073|(0.00, 0.25, 0.75)|65.93
134074|(0.12, 0.00, 0.88)|47.03
134075|(0.43, 0.41, 0.16)|18.32
134076|(0.00, 0.49, 0.51)|23.15
134120|(0.14, 0.15, 0.71)|9.31
134121|(0.00, 0.03, 0.97)|8.14
134122|(0.00, 0.17, 0.83)|13.96
134123|(0.04, 0.01, 0.95)|94.58
134124|(0.00, 0.34, 0.66)|16.73
134125|(0.06, 0.20, 0.74)|11.96
134126|(0.49, 0.00, 0.51)|13.35
134127|(0.87, 0.11, 0.02)|9.70
134128|(0.05, 0.00, 0.95)|113.72
134131|(0.05, 0.19, 0.76)|26.75
134132|(0.43, 0.25, 0.32)|14.10
134133|(0.00, 0.00, 1.00)|208.63
134134|(0.04, 0.10, 0.86)|9.69
134135|(0.76, 0.18, 0.06)|12.80
134140|(0.10, 0.00, 0.90)|161.76
134141|(0.19, 0.17, 0.64)|10.20
134142|(0.25, 0.18, 0.57)|13.62
134143|(0.00, 0.03, 0.97)|11.36
134144|(0.00, 0.38, 0.62)|83.61
134145|(0.64, 0.27, 0.09)|11.71
134146|(0.58, 0.10, 0.32)|16.46
134147|(0.26, 0.19, 0.55)|11.58
134148|(0.55, 0.27, 0.18)|18.93
134150|(0.00, 0.50, 0.50)|13.81
134151|(0.64, 0.36, 0.00)|12.31
134152|(0.00, 0.47, 0.53)|21.50
134153|(0.62, 0.09, 0.29)|13.88
134154|(0.00, 0.08, 0.92)|174.26
134155|(0.43, 0.05, 0.52)|14.57
134156|(0.59, 0.14, 0.27)|13.96
134157|(0.37, 0.44, 0.19)|12.82
134159|(0.06, 0.39, 0.55)|19.88
134160|(0.00, 0.47, 0.53)|68.15
134162|(0.13, 0.09, 0.78)|9.24
134163|(0.06, 0.18, 0.76)|9.90
134164|(0.49, 0.17, 0.34)|18.10
134167|(0.42, 0.41, 0.17)|13.82
134169|(0.55, 0.45, -0.00)|16.55
134170|(0.67, 0.24, 0.09)|11.41
134171|(0.00, 0.45, 0.55)|20.86
134173|(0.49, 0.10, 0.41)|10.12
134174|(0.74, 0.10, 0.16)|16.21
134176|(0.00, 0.32, 0.68)|10.38
134177|(0.18, 0.21, 0.61)|12.87
134178|(0.45, 0.16, 0.39)|13.16
134179|(0.08, 0.12, 0.80)|10.08
134180|(0.25, 0.35, 0.40)|16.20
134183|(0.40, 0.15, 0.45)|11.19
134184|(0.49, 0.14, 0.37)|11.72
134185|(0.00, 0.45, 0.55)|18.85
134188|(0.61, 0.13, 0.26)|11.54
134189|(0.11, 0.42, 0.47)|16.02
134190|(0.00, 0.20, 0.80)|18.29
134192|(0.03, 0.05, 0.92)|8.40
134194|(0.00, 0.14, 0.86)|14.38
134197|(0.30, 0.09, 0.61)|18.03
134199|(0.00, 0.67, 0.33)|186.86
134200|(0.00, 1.00, 0.00)|183.70
134201|(0.88, 0.00, 0.12)|14.21
135001|(0.00, 0.03, 0.97)|22.26
135002|(0.24, 0.22, 0.54)|12.24
135003|(0.00, 0.47, 0.53)|21.49
135004|(0.00, 1.00, 0.00)|405.16
135005|(0.00, 0.68, 0.32)|18.98
135006|(0.00, 0.00, 1.00)|206.26
135007|(0.06, 0.22, 0.72)|18.74
135008|(0.67, 0.02, 0.31)|16.16
135009|(0.00, 0.10, 0.90)|10.06
135010|(0.26, 0.48, 0.26)|54.46
135011|(0.00, 0.11, 0.89)|85.65
135012|(0.00, 0.78, 0.22)|106.96
135015|(0.16, 0.16, 0.68)|16.54
135016|(0.38, 0.09, 0.53)|17.29
135017|(0.24, 0.23, 0.53)|16.14
135018|(0.00, 0.44, 0.56)|66.24
135019|(0.00, 1.00, 0.00)|266.04
135020|(0.67, 0.33, -0.00)|13.41
135022|(0.09, 0.07, 0.84)|11.77
135023|(0.29, 0.29, 0.42)|16.01
135024|(0.00, 0.33, 0.67)|47.27
135025|(0.57, 0.42, 0.01)|17.27
135026|(0.19, 0.18, 0.63)|16.93
135027|(0.54, 0.00, 0.46)|11.29
135028|(0.53, 0.47, 0.00)|15.90
135029|(0.50, 0.31, 0.19)|16.29
135030|(0.49, 0.45, 0.06)|17.87
135031|(0.57, 0.29, 0.14)|12.45
135032|(0.38, 0.30, 0.32)|15.46
135033|(0.76, 0.09, 0.15)|10.83
135034|(0.00, 0.70, 0.30)|21.19
135035|(0.72, 0.00, 0.28)|14.26
135036|(0.11, 0.57, 0.32)|19.86
135037|(0.31, 0.21, 0.48)|13.67
135038|(0.24, 0.11, 0.65)|16.57
135039|(0.15, 0.57, 0.28)|23.21
135040|(0.25, 0.03, 0.72)|15.18
135041|(0.09, 0.09, 0.82)|37.73
135042|(0.00, 0.94, 0.06)|65.82
135043|(0.34, 0.20, 0.46)|12.34
135046|(0.00, 1.00, 0.00)|77.35
135047|(0.08, 0.08, 0.84)|8.83
135049|(0.00, 0.29, 0.71)|82.07
135051|(0.02, 0.52, 0.46)|20.06
135053|(0.00, 0.49, 0.51)|13.89
135054|(0.10, 0.03, 0.87)|10.73
135055|(0.36, 0.46, 0.18)|13.90
135056|(0.27, 0.66, 0.07)|29.11
135057|(0.00, 0.30, 0.70)|17.08
135058|(0.35, 0.20, 0.45)|13.56
135059|(0.32, 0.13, 0.55)|11.39
135068|(0.03, 0.30, 0.67)|15.21
135069|(0.66, 0.29, 0.05)|11.09
135070|(0.04, 0.06, 0.90)|9.46
135072|(0.31, 0.15, 0.54)|11.69
135075|(0.00, 0.49, 0.51)|32.66
135076|(0.23, 0.37, 0.40)|13.23
135801|(0.02, 0.17, 0.81)|38.36
135802|(0.00, 0.74, 0.26)|148.53
136602|(0.87, 0.02, 0.11)|16.98
136603|(0.91, 0.04, 0.05)|12.91
136801|(0.00, 0.23, 0.77)|12.23
136802|(0.89, 0.01, 0.10)|19.64
136803|(0.00, 0.12, 0.88)|10.26
136805|(0.16, 0.21, 0.63)|9.38
136806|(0.17, 0.72, 0.11)|24.85
136807|(0.31, 0.15, 0.54)|13.85
136808|(0.18, 0.27, 0.55)|11.54
136809|(0.00, 0.07, 0.93)|7.98
136810|(0.87, 0.05, 0.08)|15.44
136811|(0.89, 0.00, 0.11)|15.16
136812|(0.00, 0.19, 0.81)|9.21
136813|(1.00, 0.00, 0.00)|23.12
136814|(0.43, 0.21, 0.36)|17.46
136815|(0.37, 0.27, 0.36)|19.71
136853|(0.88, 0.10, 0.02)|15.78
136872|(0.33, 0.67, -0.00)|19.50
136875|(0.00, 0.17, 0.83)|13.07
136876|(0.00, 0.22, 0.78)|11.57
136877|(0.02, 0.06, 0.92)|9.69
136878|(0.00, 0.39, 0.61)|20.07
136879|(0.11, 0.33, 0.56)|12.58
136880|(0.34, 0.09, 0.57)|13.79
136897|(0.00, 0.19, 0.81)|9.15
136901|(0.00, 0.15, 0.85)|14.73
136902|(0.04, 0.06, 0.90)|10.06
136904|(0.25, 0.22, 0.53)|7.94
136905|(0.00, 0.54, 0.46)|16.92
136906|(0.30, 0.10, 0.60)|10.77
136907|(0.00, 0.31, 0.69)|12.85
136908|(0.00, 0.14, 0.86)|19.05
136909|(0.04, 0.29, 0.67)|10.70
136910|(0.00, 0.29, 0.71)|11.94
136911|(0.22, 0.05, 0.73)|9.52
136912|(0.00, 0.11, 0.89)|9.18
136915|(0.30, 0.11, 0.59)|10.23
136916|(0.00, 0.42, 0.58)|19.42
136917|(0.00, 0.56, 0.44)|21.50
136920|(0.00, 0.56, 0.44)|9.62
136921|(1.00, 0.00, 0.00)|24.73
136926|(0.44, 0.15, 0.41)|12.60
136927|(0.00, 0.83, 0.17)|25.57
136936|(0.73, 0.27, 0.00)|14.16
136937|(0.95, 0.00, 0.05)|15.16
136938|(1.00, 0.00, 0.00)|18.30
136940|(0.13, 0.33, 0.54)|8.98
136941|(0.00, 0.46, 0.54)|11.62
137001|(0.05, 0.08, 0.87)|9.46
137002|(0.71, 0.26, 0.03)|12.27
138001|(0.00, 0.17, 0.83)|9.78
139201|(0.85, 0.04, 0.11)|21.98
139202|(0.82, 0.03, 0.15)|16.55
139407|(0.21, 0.07, 0.72)|8.59
139801|(0.00, 0.32, 0.68)|11.54
141801|(0.04, 0.13, 0.83)|8.82
143001|(0.00, 0.17, 0.83)|20.43
143602|(0.56, 0.44, -0.00)|17.17
145001|(0.00, 0.05, 0.95)|8.08
150210|(0.62, 0.29, 0.09)|24.12
150601|(0.00, 1.00, 0.00)|70.37
151801|(0.74, 0.08, 0.18)|189.68
151802|(0.93, 0.07, -0.00)|95.63
152001|(0.18, 0.03, 0.79)|7.56
153001|(0.04, 0.11, 0.85)|9.88
153002|(0.00, 0.36, 0.64)|6.87
153810|(0.73, 0.07, 0.20)|18.61
153812|(0.03, 0.38, 0.59)|12.41
154401|(0.00, 0.21, 0.79)|11.53
155001|(0.70, 0.00, 0.30)|10.60
155002|(0.38, 0.01, 0.61)|14.21
155003|(0.03, 0.01, 0.96)|8.45
155004|(0.69, 0.19, 0.12)|17.68
155007|(0.74, 0.01, 0.25)|11.44
155008|(0.16, 0.56, 0.28)|18.58
155009|(0.83, 0.17, 0.00)|278.21
155010|(0.55, 0.12, 0.33)|12.28
155011|(0.88, 0.01, 0.11)|18.47
155012|(0.88, 0.04, 0.08)|14.13
155013|(0.74, 0.07, 0.19)|14.62
155014|(0.95, 0.05, 0.00)|11.86
155015|(0.73, 0.12, 0.15)|12.67
155016|(0.71, 0.13, 0.16)|16.12
155017|(0.54, 0.29, 0.17)|16.18
155018|(0.65, 0.01, 0.34)|21.61
155019|(0.10, 0.06, 0.84)|12.70
155020|(0.73, 0.08, 0.19)|13.63
155021|(0.35, 0.29, 0.36)|11.28
155022|(0.48, 0.10, 0.42)|12.14
155023|(0.53, 0.01, 0.46)|13.00
155024|(0.00, 0.32, 0.68)|15.58
155025|(0.66, 0.00, 0.34)|11.72
155026|(0.49, 0.30, 0.21)|23.80
155027|(0.66, 0.03, 0.31)|17.01
155028|(0.45, 0.06, 0.49)|17.73
155030|(0.69, 0.00, 0.31)|16.69
155031|(0.74, 0.06, 0.20)|15.68
155032|(0.73, 0.02, 0.25)|15.35
155033|(0.77, 0.00, 0.23)|13.63
155034|(0.29, 0.38, 0.33)|12.28
155036|(0.85, 0.09, 0.06)|11.24
155037|(0.60, 0.00, 0.40)|15.33
155039|(0.27, 0.17, 0.56)|14.36
155041|(0.00, 0.14, 0.86)|26.41
155042|(0.00, 0.07, 0.93)|11.66
155044|(0.12, 0.24, 0.64)|8.39
155046|(0.00, 0.36, 0.64)|14.94
155047|(0.19, 0.07, 0.74)|11.81
155048|(0.06, 0.09, 0.85)|8.71
155049|(0.04, 0.05, 0.91)|10.24
155050|(0.58, 0.00, 0.42)|14.21
155051|(0.08, 0.06, 0.86)|10.81
155052|(0.15, 0.02, 0.83)|14.54
155053|(0.01, 0.04, 0.95)|14.49
155054|(0.46, 0.04, 0.50)|12.93
155055|(0.00, 0.18, 0.82)|12.12
155056|(0.00, 0.34, 0.66)|12.35
155058|(0.01, 0.03, 0.96)|8.82
155059|(0.17, 0.04, 0.79)|14.99
155060|(0.21, 0.01, 0.78)|10.30
155061|(0.00, 0.02, 0.98)|12.21
155065|(0.00, 1.00, 0.00)|321.96
155066|(0.00, 0.08, 0.92)|16.80
155070|(0.11, 0.18, 0.71)|9.85
155073|(0.12, 0.00, 0.88)|14.19
155074|(0.32, 0.25, 0.43)|13.11
155075|(0.00, 0.53, 0.47)|9.88
155076|(0.23, 0.03, 0.74)|10.73
155077|(0.57, 0.38, 0.05)|13.27
155078|(0.83, 0.06, 0.11)|17.57
155079|(0.90, 0.00, 0.10)|17.68
155080|(0.88, 0.04, 0.08)|21.51
155081|(0.89, 0.04, 0.07)|16.19
155082|(0.72, 0.00, 0.28)|12.74
155083|(0.04, 0.17, 0.79)|11.18
155084|(0.06, 0.10, 0.84)|8.91
155085|(0.00, 0.08, 0.92)|15.16
155086|(0.00, 0.01, 0.99)|17.42
155087|(0.23, 0.38, 0.39)|32.40
155088|(0.17, 0.03, 0.80)|11.88
155089|(0.00, 1.00, 0.00)|204.63
155090|(0.00, 0.54, 0.46)|18.83
155091|(0.00, 0.62, 0.38)|22.27
155093|(0.56, 0.15, 0.29)|18.74
155094|(0.85, 0.03, 0.12)|14.23
155095|(0.28, 0.06, 0.66)|12.52
155096|(0.18, 0.00, 0.82)|13.27
155097|(0.43, 0.22, 0.35)|14.47
155099|(0.02, 0.20, 0.78)|9.06
155100|(0.24, 0.42, 0.34)|11.10
155101|(0.45, 0.55, 0.00)|53.39
155102|(0.09, 0.13, 0.78)|14.68
155103|(0.00, 0.42, 0.58)|13.63
155104|(0.00, 0.92, 0.08)|217.06
155105|(0.44, 0.17, 0.39)|8.30
155107|(0.00, 0.00, 1.00)|74.04
155108|(0.03, 0.11, 0.86)|9.68
155109|(0.00, 0.65, 0.35)|78.57
155111|(0.21, 0.07, 0.72)|9.24
155112|(0.19, 0.12, 0.69)|11.37
155113|(0.21, 0.55, 0.24)|19.31
155114|(0.30, 0.41, 0.29)|32.73
155115|(0.48, 0.31, 0.21)|19.11
155116|(0.05, 0.46, 0.49)|19.77
155117|(0.00, 0.71, 0.29)|31.80
155119|(0.32, 0.18, 0.50)|15.95
155121|(0.31, 0.31, 0.38)|22.12
155122|(0.08, 0.00, 0.92)|20.67
155123|(0.00, 0.35, 0.65)|9.90
155124|(0.00, 0.58, 0.42)|11.80
155125|(0.32, 0.34, 0.34)|16.91
155126|(0.00, 0.44, 0.56)|22.80
155127|(0.00, 0.55, 0.45)|83.36
155128|(0.19, 0.33, 0.48)|16.72
155129|(0.23, 0.12, 0.65)|11.51
155130|(1.00, 0.00, 0.00)|145.03
155131|(0.00, 0.41, 0.59)|14.29
155132|(0.52, 0.02, 0.46)|22.68
155133|(0.48, 0.16, 0.36)|16.21
155134|(0.00, 0.83, 0.17)|20.55
155135|(0.13, 0.10, 0.77)|8.14
155136|(0.00, 1.00, 0.00)|252.78
155137|(0.00, 0.10, 0.90)|10.20
156401|(0.00, 0.16, 0.84)|12.57
157601|(0.09, 0.08, 0.83)|8.26
158201|(0.23, 0.03, 0.74)|13.38
158401|(0.82, 0.03, 0.15)|23.98
158601|(0.01, 0.15, 0.84)|9.50
159004|(0.17, 0.15, 0.68)|12.39
160005|(0.27, 0.26, 0.47)|12.70
160006|(0.14, 0.26, 0.60)|233.78
160007|(0.03, 0.16, 0.81)|12.81
160008|(0.00, 0.54, 0.46)|11.16
160010|(0.24, 0.25, 0.51)|19.70
160012|(0.00, 0.74, 0.26)|25.19
160014|(1.00, 0.00, 0.00)|513.03
160015|(0.00, 0.28, 0.72)|24.05
160019|(0.00, 0.45, 0.55)|32.92
160020|(0.08, 0.30, 0.62)|14.73
160022|(0.11, 0.06, 0.83)|10.96
160023|(0.06, 0.16, 0.78)|13.37
160025|(0.00, 0.06, 0.94)|23.04
160027|(0.11, 0.12, 0.77)|11.19
160028|(0.00, 0.25, 0.75)|16.97
160030|(0.00, 0.66, 0.34)|16.87
160031|(0.00, 0.32, 0.68)|11.22
160032|(0.00, 0.68, 0.32)|14.98
160033|(0.00, 1.00, 0.00)|515.74
160034|(0.00, 0.13, 0.87)|14.16
160035|(0.02, 0.12, 0.86)|16.43
160037|(0.14, 0.07, 0.79)|11.54
160040|(0.00, 0.56, 0.44)|26.41
160041|(0.00, 1.00, 0.00)|153.50
160042|(0.02, 0.37, 0.61)|20.71
160043|(0.00, 0.44, 0.56)|23.48
160045|(0.02, 0.42, 0.56)|10.74
160046|(0.00, 0.27, 0.73)|14.24
160048|(0.00, 0.60, 0.40)|18.48
160049|(0.00, 0.33, 0.67)|16.56
160050|(0.00, 0.13, 0.87)|46.57
160051|(0.00, 0.24, 0.76)|19.92
160052|(0.00, 0.92, 0.08)|52.52
160053|(0.00, 0.90, 0.10)|125.67
160056|(0.00, 0.44, 0.56)|36.67
160058|(0.06, 0.04, 0.90)|12.52
160060|(0.00, 0.60, 0.40)|32.22
160061|(0.29, 0.16, 0.55)|11.56
160062|(0.00, 0.17, 0.83)|12.39
160064|(0.00, 0.21, 0.79)|19.32
160065|(0.04, 0.43, 0.53)|13.12
160067|(1.00, 0.00, 0.00)|320.08
160068|(0.04, 0.04, 0.92)|13.95
160069|(0.00, 0.23, 0.77)|19.16
160070|(0.00, 0.26, 0.74)|32.69
160071|(0.00, 0.38, 0.62)|14.76
160074|(0.11, 0.10, 0.79)|13.53
160076|(0.00, 0.99, 0.01)|153.68
160413|(0.43, 0.33, 0.24)|11.36
160414|(0.00, 0.58, 0.42)|18.03
161201|(0.43, 0.16, 0.41)|18.83
161203|(0.49, 0.21, 0.30)|19.89
161801|(0.23, 0.40, 0.37)|13.13
161802|(0.65, 0.06, 0.29)|29.31
162602|(0.05, 0.29, 0.66)|8.09
162622|(0.57, 0.10, 0.33)|17.87
163223|(0.42, 0.08, 0.50)|13.78
163224|(0.38, 0.03, 0.59)|13.32
163403|(0.09, 0.33, 0.58)|21.64
163404|(0.06, 0.42, 0.52)|12.36
163405|(0.34, 0.25, 0.41)|18.05
163406|(0.53, 0.24, 0.23)|18.13
163407|(0.57, 0.26, 0.17)|17.59
163408|(0.49, 0.00, 0.51)|38.23
163409|(0.41, 0.28, 0.31)|14.31
163410|(0.31, 0.30, 0.39)|14.20
163623|(0.23, 0.28, 0.49)|12.43
163624|(0.43, 0.33, 0.24)|16.90
163625|(0.44, 0.41, 0.15)|19.28
163805|(0.41, 0.59, 0.00)|42.25
163806|(0.37, 0.42, 0.21)|26.43
165003|(0.55, 0.06, 0.39)|19.48
165004|(0.66, 0.32, 0.02)|27.63
165212|(0.00, 0.54, 0.46)|51.57
165610|(0.22, 0.24, 0.54)|89.80
166002|(0.00, 0.82, 0.18)|14.35
166003|(0.03, 0.14, 0.83)|22.76
167601|(0.26, 0.64, 0.10)|45.17
168201|(0.06, 0.29, 0.65)|53.75
168202|(0.02, 0.28, 0.70)|58.98
169013|(0.16, 0.43, 0.41)|294.27
169014|(0.03, 0.42, 0.55)|109.26
170001|(0.00, 1.00, 0.00)|76.98
170002|(0.00, 1.00, 0.00)|57.16
170003|(0.00, 0.64, 0.36)|42.66
170004|(0.10, 0.35, 0.55)|41.78
170005|(0.00, 0.65, 0.35)|48.64
170006|(0.45, 0.55, 0.00)|34.32
170007|(0.00, 1.00, 0.00)|75.89
170009|(0.06, 0.00, 0.94)|34.08
171802|(0.02, 0.05, 0.93)|67.11
171806|(0.00, 0.00, 1.00)|69.97
174801|(0.00, 0.06, 0.94)|51.95
1752|(0.38, 0.23, 0.39)|10.36
1756|(0.05, 0.08, 0.87)|6.59
1767|(0.29, 0.07, 0.64)|10.22
1777|(0.10, 0.09, 0.81)|7.84
1779|(0.92, 0.00, 0.08)|18.30
1780|(0.00, 0.09, 0.91)|13.48
1781|(0.04, 0.00, 0.96)|6.93
1783|(0.96, 0.00, 0.04)|16.73
1785|(0.00, 0.39, 0.61)|17.74
1788|(0.65, 0.35, 0.00)|11.72
1789|(0.30, 0.12, 0.58)|25.92
1794|(0.37, 0.03, 0.60)|19.03
1798|(0.26, 0.00, 0.74)|15.14
1801|(0.10, 0.00, 0.90)|10.13
1809|(0.00, 0.33, 0.67)|55.89
1810|(0.30, 0.44, 0.26)|21.19
1811|(0.51, 0.08, 0.41)|19.81
1814|(0.43, 0.02, 0.55)|9.21
1823|(0.04, 0.08, 0.88)|11.39
1827|(0.00, 0.27, 0.73)|16.49
1831|(0.55, 0.00, 0.45)|25.36
1834|(0.20, 0.24, 0.56)|13.73
1835|(0.13, 0.13, 0.74)|12.15
1837|(0.15, 0.08, 0.77)|12.18
1845|(0.33, 0.43, 0.24)|30.11
1846|(0.54, 0.21, 0.25)|13.96
1855|(0.21, 0.30, 0.49)|26.17
1856|(0.00, 0.00, 1.00)|373.79
1858|(0.00, 0.25, 0.75)|24.72
1859|(0.34, 0.27, 0.39)|24.91
1861|(0.04, 0.10, 0.86)|14.18
1862|(0.00, 0.09, 0.91)|14.84
1863|(0.71, 0.22, 0.07)|17.40
1864|(0.70, 0.22, 0.08)|16.73
1867|(1.00, 0.00, 0.00)|129.90
1873|(0.00, 0.22, 0.78)|24.15
1874|(0.39, 0.31, 0.30)|12.14
1875|(0.12, 0.02, 0.86)|12.16
1876|(0.91, 0.00, 0.09)|20.05
1880|(0.14, 0.06, 0.80)|15.24
1883|(0.00, 0.17, 0.83)|11.26
1884|(0.00, 0.19, 0.81)|18.77
1885|(0.00, 0.50, 0.50)|25.52
1886|(0.64, 0.08, 0.28)|12.94
1888|(0.00, 0.04, 0.96)|12.29
1890|(0.00, 0.28, 0.72)|11.25
1892|(0.00, 0.51, 0.49)|14.29
1893|(0.00, 0.22, 0.78)|15.55
1894|(0.00, 0.40, 0.60)|16.65
1895|(0.00, 0.13, 0.87)|12.41
1897|(0.00, 0.14, 0.86)|11.91
1898|(0.00, 0.07, 0.93)|18.62
1900|(0.00, 0.28, 0.72)|11.39
1904|(0.00, 0.22, 0.78)|14.35
1905|(0.00, 0.12, 0.88)|10.27
1907|(0.00, 0.34, 0.66)|43.00
1908|(0.00, 0.19, 0.81)|13.37
1909|(0.00, 0.14, 0.86)|10.98
1910|(0.00, 0.06, 0.94)|15.16
1911|(0.37, 0.21, 0.42)|20.06
1914|(0.16, 0.12, 0.72)|11.58
1915|(0.00, 1.00, 0.00)|27.88
1916|(0.00, 0.18, 0.82)|12.95
1917|(0.27, 0.05, 0.68)|17.85
1918|(0.04, 0.02, 0.94)|8.10
1919|(0.00, 0.20, 0.80)|18.98
1920|(0.00, 0.21, 0.79)|11.94
1921|(0.00, 0.44, 0.56)|21.92
1935|(0.00, 0.12, 0.88)|153.57
1941|(0.98, 0.00, 0.02)|17.60
1943|(0.00, 0.72, 0.28)|27.28
1947|(0.29, 0.17, 0.54)|7.39
1948|(0.67, 0.00, 0.33)|21.09
1949|(0.20, 0.08, 0.72)|8.29
1954|(0.02, 0.24, 0.74)|12.64
1955|(0.00, 0.41, 0.59)|9.18
1956|(0.00, 0.37, 0.63)|14.37
1957|(0.00, 0.26, 0.74)|12.02
1960|(0.25, 0.07, 0.68)|11.54
1963|(0.83, 0.00, 0.17)|12.12
1964|(0.71, 0.04, 0.25)|13.12
1969|(0.34, 0.17, 0.49)|8.76
1973|(0.00, 0.40, 0.60)|13.37
1978|(0.54, 0.00, 0.46)|19.34
1992|(0.72, 0.06, 0.22)|16.35
1997|(0.64, 0.07, 0.29)|14.87
2092|(0.00, 0.17, 0.83)|12.03
2118|(0.09, 0.26, 0.65)|14.48
2136|(0.60, 0.13, 0.27)|22.25
2147|(0.07, 0.41, 0.52)|13.95
2150|(0.00, 0.61, 0.39)|14.24
2153|(0.20, 0.19, 0.61)|12.56
2155|(1.00, 0.00, 0.00)|168.20
2165|(0.00, 0.38, 0.62)|11.69
2177|(0.41, 0.10, 0.49)|13.82
2190|(0.13, 0.00, 0.87)|12.44
2192|(0.17, 0.18, 0.65)|8.64
2193|(0.14, 0.08, 0.78)|9.94
2195|(0.00, 0.01, 0.99)|22.72
2200|(0.01, 0.10, 0.89)|9.60
2202|(0.17, 0.06, 0.77)|9.57
2206|(0.02, 0.07, 0.91)|8.76
2211|(0.74, 0.26, 0.00)|29.19
2223|(0.22, 0.27, 0.51)|12.25
2226|(0.08, 0.17, 0.75)|8.25
2230|(0.00, 0.80, 0.20)|23.67
2235|(0.00, 0.32, 0.68)|8.95
2243|(0.00, 0.13, 0.87)|15.46
2246|(0.00, 0.37, 0.63)|12.78
2248|(0.00, 0.00, 1.00)|13.18
2250|(0.42, 0.26, 0.32)|9.46
2252|(0.22, 0.16, 0.62)|17.09
2263|(0.31, 0.33, 0.36)|14.65
2266|(0.21, 0.19, 0.60)|18.44
2271|(0.43, 0.32, 0.25)|22.18
2285|(0.29, 0.32, 0.39)|41.80
2287|(0.00, 0.07, 0.93)|11.08
2300|(0.00, 0.33, 0.67)|10.32
2301|(0.00, 0.13, 0.87)|10.45
2302|(0.00, 0.05, 0.95)|11.85
2307|(0.00, 0.00, 1.00)|64.09
2322|(0.07, 0.10, 0.83)|13.25
2326|(0.32, 0.62, 0.06)|12.72
2447|(0.29, 0.26, 0.45)|15.35
2451|(0.58, 0.19, 0.23)|11.64
2452|(0.04, 0.06, 0.90)|18.35
2546|(0.00, 1.00, 0.00)|70.49
2548|(0.19, 0.58, 0.23)|13.67
2549|(0.76, 0.11, 0.13)|10.21
2588|(0.01, 0.05, 0.94)|8.86
2602|(0.09, 0.22, 0.69)|10.52
2603|(0.00, 0.10, 0.90)|14.05
2604|(0.96, 0.04, 0.00)|23.38
2605|(0.17, 0.10, 0.73)|8.31
2606|(0.00, 0.31, 0.69)|25.91
2607|(0.30, 0.15, 0.55)|9.67
2608|(0.39, 0.07, 0.54)|10.29
2609|(0.64, 0.02, 0.34)|9.49
2610|(0.00, 0.39, 0.61)|10.34
2611|(0.75, 0.21, 0.04)|24.46
2612|(0.04, 0.05, 0.91)|7.17
2613|(0.31, 0.57, 0.12)|15.72
2614|(0.45, 0.05, 0.50)|11.91
2615|(0.25, 0.34, 0.41)|15.31
2616|(0.50, 0.21, 0.29)|13.82
2646|(0.32, 0.00, 0.68)|18.59
2648|(0.64, 0.00, 0.36)|109.58
2649|(0.48, 0.10, 0.42)|11.00
2651|(0.74, 0.26, 0.00)|89.57
2653|(0.52, 0.23, 0.25)|8.49
2654|(0.95, 0.05, 0.00)|17.58
2660|(0.57, 0.16, 0.27)|11.97
2662|(0.60, 0.00, 0.40)|28.48
2664|(0.09, 0.61, 0.30)|26.42
2668|(0.00, 0.25, 0.75)|10.90
2674|(0.00, 0.55, 0.45)|17.77
2685|(0.00, 0.42, 0.58)|14.81
2707|(0.58, 0.28, 0.14)|16.08
2709|(0.25, 0.12, 0.63)|10.75
2711|(0.05, 0.00, 0.95)|8.58
2713|(0.00, 0.25, 0.75)|9.57
2715|(0.00, 0.88, 0.12)|30.24
2717|(1.00, 0.00, 0.00)|828.80
2726|(0.00, 0.16, 0.84)|10.74
2729|(0.03, 0.04, 0.93)|9.20
2735|(0.00, 0.00, 1.00)|648.02
2736|(0.13, 0.27, 0.60)|10.85
2738|(0.02, 0.12, 0.86)|7.42
2741|(0.00, 0.20, 0.80)|11.27
2749|(0.40, 0.34, 0.26)|12.60
2750|(0.20, 0.05, 0.75)|14.92
2789|(0.00, 0.19, 0.81)|8.90
2827|(0.00, 0.48, 0.52)|9.55
2828|(0.00, 0.49, 0.51)|17.44
2873|(0.00, 0.39, 0.61)|10.96
2874|(0.00, 0.38, 0.62)|15.06
2875|(0.15, 0.11, 0.74)|13.63
2876|(0.01, 0.23, 0.76)|7.59
2877|(0.42, 0.16, 0.42)|8.75
2880|(0.02, 0.21, 0.77)|15.29
2882|(0.53, 0.24, 0.23)|16.44
2883|(0.00, 0.58, 0.42)|13.94
2886|(0.06, 0.17, 0.77)|7.51
2887|(0.00, 0.21, 0.79)|10.43
2888|(0.34, 0.43, 0.23)|14.07
2889|(0.00, 0.31, 0.69)|16.92
2890|(0.54, 0.01, 0.45)|9.74
2891|(0.00, 0.60, 0.40)|15.18
2892|(0.00, 0.43, 0.57)|16.54
2893|(0.00, 0.49, 0.51)|32.73
2894|(0.01, 0.07, 0.92)|9.83
2896|(0.00, 0.20, 0.80)|9.11
2899|(0.16, 0.46, 0.38)|31.39
2900|(0.31, 0.26, 0.43)|13.05
2901|(0.00, 0.53, 0.47)|22.87
2902|(0.00, 0.07, 0.93)|13.64
2903|(0.03, 0.13, 0.84)|9.03
2904|(0.00, 0.66, 0.34)|18.46
2905|(0.00, 0.65, 0.35)|28.27
2906|(0.13, 0.25, 0.62)|19.16
2907|(0.00, 0.48, 0.52)|15.84
2908|(0.28, 0.19, 0.53)|13.72
2909|(0.35, 0.24, 0.41)|15.30
2910|(0.00, 0.25, 0.75)|12.54
