КССС|Веса|МАРЕ
133501|(0.01, 0.02, 0.97)|8.26
133503|(0.15, 0.08, 0.77)|14.56
133506|(0.45, 0.34, 0.21)|17.84
133507|(0.14, 0.08, 0.78)|11.03
133508|(0.19, 0.11, 0.70)|11.81
133509|(0.00, 0.15, 0.85)|34.53
133510|(0.23, 0.22, 0.55)|15.50
133511|(0.00, 0.31, 0.69)|34.49
133513|(0.19, 0.19, 0.62)|13.24
133514|(0.34, 0.20, 0.46)|16.68
133515|(0.00, 0.16, 0.84)|8.05
133517|(0.38, 0.62, 0.00)|17.93
133518|(0.00, 0.28, 0.72)|16.02
133519|(0.38, 0.04, 0.58)|12.10
133520|(0.57, 0.05, 0.38)|20.94
133521|(0.02, 0.00, 0.98)|9.19
133522|(0.00, 0.84, 0.16)|57.79
133523|(0.00, 0.06, 0.94)|9.03
133524|(0.06, 0.04, 0.90)|11.43
133525|(0.02, 0.06, 0.92)|6.28
133526|(0.39, 0.36, 0.25)|15.19
133527|(0.55, 0.07, 0.38)|10.25
133528|(0.77, 0.07, 0.16)|13.27
133529|(0.58, 0.12, 0.30)|12.24
133530|(0.58, 0.08, 0.34)|8.38
133531|(0.12, 0.00, 0.88)|9.34
133532|(0.05, 0.19, 0.76)|12.51
133533|(0.19, 0.32, 0.49)|19.35
133534|(0.62, 0.08, 0.30)|11.00
133535|(0.13, 0.14, 0.73)|12.26
133536|(0.82, 0.18, 0.00)|437.22
133539|(0.35, 0.29, 0.36)|26.44
133540|(0.69, 0.28, 0.03)|17.41
133541|(0.40, 0.11, 0.49)|11.83
133542|(0.03, 0.47, 0.50)|23.79
133543|(0.63, 0.07, 0.30)|14.97
133544|(0.05, 0.02, 0.93)|7.20
133545|(0.07, 0.14, 0.79)|10.19
133546|(0.12, 0.03, 0.85)|8.92
133547|(0.54, 0.20, 0.26)|12.16
133548|(0.00, 0.26, 0.74)|9.64
133549|(0.00, 0.15, 0.85)|9.50
133550|(0.15, 0.14, 0.71)|8.62
133551|(0.07, 0.11, 0.82)|11.41
133552|(0.00, 0.23, 0.77)|14.81
133553|(0.13, 0.05, 0.82)|11.00
133554|(0.19, 0.25, 0.56)|15.98
133556|(0.47, 0.00, 0.53)|11.55
133557|(0.46, 0.25, 0.29)|13.81
133558|(0.00, 0.41, 0.59)|16.95
133559|(0.00, 0.12, 0.88)|9.44
133560|(0.21, 0.19, 0.60)|11.79
133561|(0.53, 0.04, 0.43)|9.22
133562|(0.00, 0.35, 0.65)|10.73
133564|(0.09, 0.04, 0.87)|8.78
133565|(0.31, 0.51, 0.18)|16.38
133566|(0.02, 0.03, 0.95)|17.98
133567|(0.20, 0.08, 0.72)|12.14
133568|(0.01, 0.02, 0.97)|9.30
133569|(0.00, 0.19, 0.81)|9.32
133570|(0.63, 0.22, 0.15)|10.46
133571|(0.03, 0.27, 0.70)|8.22
133572|(0.00, 0.64, 0.36)|33.53
133573|(0.33, 0.15, 0.52)|13.13
133574|(0.10, 0.13, 0.77)|13.33
133575|(0.72, 0.08, 0.20)|10.42
133576|(0.00, 0.22, 0.78)|11.21
133577|(0.58, 0.27, 0.15)|11.62
133578|(0.11, 0.07, 0.82)|12.49
133579|(0.13, 0.07, 0.80)|10.80
133582|(0.36, 0.22, 0.42)|14.80
133583|(0.30, 0.00, 0.70)|20.30
133584|(0.02, 0.10, 0.88)|11.52
133589|(0.81, 0.19, -0.00)|13.02
133591|(0.97, 0.03, 0.00)|14.51
133592|(0.10, 0.05, 0.85)|7.70
133593|(0.80, 0.11, 0.09)|11.84
133594|(0.20, 0.06, 0.74)|12.09
133595|(0.00, 0.00, 1.00)|380.09
133596|(0.20, 0.08, 0.72)|12.32
133597|(0.16, 0.17, 0.67)|6.86
133598|(0.00, 0.21, 0.79)|10.44
133599|(0.00, 0.51, 0.49)|14.20
133600|(0.00, 0.44, 0.56)|12.22
133601|(0.67, 0.13, 0.20)|13.04
133602|(0.98, 0.02, 0.00)|16.15
133603|(0.36, 0.00, 0.64)|12.00
133604|(0.97, 0.03, 0.00)|22.61
133605|(0.41, 0.15, 0.44)|9.85
133606|(0.10, 0.09, 0.81)|13.84
133607|(0.28, 0.29, 0.43)|10.53
133608|(0.00, 0.31, 0.69)|11.95
133609|(0.40, 0.06, 0.54)|12.88
133610|(0.36, 0.14, 0.50)|13.06
133611|(0.17, 0.01, 0.82)|9.57
133612|(0.61, 0.28, 0.11)|17.77
133613|(0.88, 0.12, 0.00)|15.46
133614|(0.03, 0.08, 0.89)|7.32
133615|(0.93, 0.07, -0.00)|12.64
133616|(0.04, 0.10, 0.86)|8.05
133617|(0.05, 0.07, 0.88)|7.58
133618|(0.89, 0.08, 0.03)|14.20
133619|(0.21, 0.02, 0.77)|9.09
133620|(0.61, 0.29, 0.10)|12.82
133621|(1.00, 0.00, 0.00)|15.31
133625|(0.74, 0.16, 0.10)|16.00
133626|(0.35, 0.24, 0.41)|13.22
133627|(0.34, 0.22, 0.44)|15.35
133628|(0.96, 0.03, 0.01)|17.43
133629|(0.02, 0.05, 0.93)|10.16
133630|(0.24, 0.12, 0.64)|11.55
133631|(0.09, 0.21, 0.70)|11.81
133632|(0.00, 0.24, 0.76)|9.52
133633|(0.11, 0.20, 0.69)|12.10
133634|(0.00, 0.17, 0.83)|8.44
133635|(0.12, 0.52, 0.36)|19.58
133636|(0.13, 0.21, 0.66)|13.20
133637|(0.00, 0.13, 0.87)|9.14
133638|(0.00, 0.41, 0.59)|11.28
133639|(0.00, 0.00, 1.00)|61.73
133640|(0.92, 0.08, -0.00)|22.09
133641|(0.30, 0.07, 0.63)|12.16
133642|(0.90, 0.00, 0.10)|13.35
133643|(0.04, 0.29, 0.67)|12.41
133644|(0.16, 0.09, 0.75)|9.04
133645|(0.06, 0.03, 0.91)|11.15
133646|(0.10, 0.18, 0.72)|13.04
133647|(0.02, 0.06, 0.92)|7.48
133649|(0.25, 0.39, 0.36)|13.41
133650|(0.85, 0.05, 0.10)|10.25
133651|(0.10, 0.17, 0.73)|8.65
133652|(0.03, 0.09, 0.88)|8.22
133653|(0.27, 0.24, 0.49)|10.57
133655|(0.33, 0.27, 0.40)|9.50
133656|(0.19, 0.11, 0.70)|8.14
133657|(0.00, 0.26, 0.74)|10.67
133659|(0.09, 0.04, 0.87)|9.80
133660|(0.10, 0.44, 0.46)|16.25
133661|(0.42, 0.30, 0.28)|16.23
133662|(0.00, 0.10, 0.90)|103.84
133663|(0.29, 0.16, 0.55)|12.14
133664|(0.41, 0.13, 0.46)|8.77
133666|(0.00, 0.44, 0.56)|11.05
133667|(0.00, 0.04, 0.96)|12.32
133668|(0.00, 0.43, 0.57)|13.45
133669|(0.00, 0.08, 0.92)|13.30
133670|(0.10, 0.08, 0.82)|8.06
133671|(0.66, 0.21, 0.13)|12.90
133672|(0.00, 0.15, 0.85)|13.32
133673|(0.12, 0.11, 0.77)|9.00
133674|(0.52, 0.08, 0.40)|7.00
133675|(0.02, 0.11, 0.87)|16.33
133676|(0.69, 0.31, 0.00)|20.42
133677|(0.05, 0.23, 0.72)|11.54
133678|(0.06, 0.05, 0.89)|8.74
133679|(0.83, 0.07, 0.10)|9.39
133680|(0.88, 0.12, 0.00)|13.58
133681|(0.07, 0.12, 0.81)|12.22
133682|(0.46, 0.27, 0.27)|12.98
133684|(0.38, 0.00, 0.62)|20.32
133685|(0.45, 0.11, 0.44)|8.60
133686|(0.12, 0.02, 0.86)|6.15
133688|(0.53, 0.19, 0.28)|17.26
133689|(0.05, 0.12, 0.83)|9.00
133690|(0.03, 0.07, 0.90)|10.20
133691|(0.00, 0.09, 0.91)|10.43
133693|(0.02, 0.07, 0.91)|10.34
133694|(0.00, 0.19, 0.81)|27.01
133695|(0.00, 0.00, 1.00)|1031.13
133696|(1.00, 0.00, 0.00)|12.84
133697|(0.00, 0.19, 0.81)|12.07
133698|(0.06, 0.02, 0.92)|7.43
133699|(0.05, 0.21, 0.74)|13.32
133700|(0.85, 0.00, 0.15)|15.39
133701|(0.00, 0.33, 0.67)|17.99
133702|(0.10, 0.07, 0.83)|8.53
133703|(0.04, 0.07, 0.89)|8.08
133704|(0.86, 0.14, 0.00)|13.48
133706|(0.45, 0.18, 0.37)|10.92
133707|(0.17, 0.08, 0.75)|13.11
133708|(0.00, 0.31, 0.69)|18.46
133709|(0.36, 0.18, 0.46)|17.17
133710|(0.29, 0.08, 0.63)|9.93
133711|(0.66, 0.22, 0.12)|15.14
133712|(0.63, 0.21, 0.16)|12.85
133713|(0.37, 0.50, 0.13)|13.41
133714|(0.38, 0.62, 0.00)|13.80
133715|(0.99, 0.00, 0.01)|11.61
133716|(0.71, 0.29, 0.00)|19.21
133717|(0.53, 0.07, 0.40)|11.95
133718|(0.76, 0.04, 0.20)|10.38
133719|(0.94, 0.00, 0.06)|10.81
133720|(0.02, 0.05, 0.93)|10.17
133721|(0.00, 0.19, 0.81)|9.76
133722|(0.00, 1.00, 0.00)|468.93
133723|(0.00, 0.17, 0.83)|8.18
133724|(0.17, 0.00, 0.83)|9.67
133725|(0.86, 0.00, 0.14)|14.65
133726|(0.20, 0.80, 0.00)|32.07
133727|(0.00, 0.10, 0.90)|6.73
133728|(0.92, 0.08, -0.00)|12.25
133729|(0.00, 1.00, 0.00)|37.27
133730|(0.04, 0.08, 0.88)|14.28
133732|(0.04, 0.11, 0.85)|8.12
133733|(0.69, 0.30, 0.01)|22.75
