АЗС,Лучшая модель,MAPE,error
92404,SARIMAX,7.479,
155100,SARIMAX,7.504,
1859,SARIMAX,7.515,
136804,SARIMAX,7.53,
9340,SARIMAX,7.54,
1097,SARIMAX,7.553,
9338,SARIMAX,7.569,
5005,SARIMAX,7.571,
5090,SARIMAX,7.589,
7324,SARIMAX,7.605,
171010,SARIMAX,7.613,
4178,SARIMAX,7.658,
133405,SARIMAX,7.665,
3781,SARIMAX,7.703,
133461,SARIMAX,7.72,
133278,SARIMAX,7.724,
9049,SARIMAX,7.745,
133634,SARIMAX,7.746,
5083,SARIMAX,7.758,
3399,SARIMAX,7.763,
92201,SARIMAX,7.776,
125608,SARIMAX,7.793,
133714,SARIMAX,7.807,
2231,SARIMAX,7.814,
6400,SARIMAX,7.839,
3054,SARIMAX,7.847,
3222,SARIMAX,7.849,
134063,SARIMAX,7.904,
115003,SARIMAX,7.907,
133567,SARIMAX,7.918,
133552,SARIMAX,7.928,
133249,SARIMAX,7.938,
154601,SARIMAX,7.939,
134199,SARIMAX,7.953,
133394,SARIMAX,7.958,
133365,SARIMAX,7.961,
133255,SARIMAX,7.97,
155135,SARIMAX,7.974,
5047,SARIMAX,7.976,
134075,SARIMAX,7.985,
3155,SARIMAX,8.001,
155070,SARIMAX,8.008,
133376,SARIMAX,8.04,
133251,SARIMAX,8.041,
133635,SARIMAX,8.049,
134035,SARIMAX,8.056,
133381,SARIMAX,8.081,
134159,SARIMAX,8.113,
133645,SARIMAX,8.171,
133553,SARIMAX,8.187,
3457,SARIMAX,8.216,
133720,SARIMAX,8.253,
133348,SARIMAX,8.319,
136920,SARIMAX,8.362,
5092,SARIMAX,8.38,
44001,SARIMAX,8.38,
133458,SARIMAX,8.418,
133478,SARIMAX,8.425,
160030,SARIMAX,8.441,
3066,SARIMAX,8.447,
5087,SARIMAX,8.45,
6406,SARIMAX,8.452,
133314,SARIMAX,8.469,
135006,SARIMAX,8.479,
133352,SARIMAX,8.485,
9431,SARIMAX,8.492,
2668,SARIMAX,8.521,
133214,SARIMAX,8.568,
133631,SARIMAX,8.602,
133571,SARIMAX,8.696,
5031,SARIMAX,8.724,
4121,SARIMAX,8.745,
134037,SARIMAX,8.747,
3458,SARIMAX,8.756,
1899,SARIMAX,8.757,
7425,SARIMAX,8.805,
155068,SARIMAX,8.806,
133460,SARIMAX,8.82,
3412,SARIMAX,8.943,
131803,SARIMAX,8.962,
6426,SARIMAX,8.973,
3365,SARIMAX,8.997,
3723,SARIMAX,9.003,
2223,SARIMAX,9.007,
3230,SARIMAX,9.023,
133449,SARIMAX,9.043,
133333,SARIMAX,9.104,
134068,SARIMAX,9.113,
4168,SARIMAX,9.116,
125660,SARIMAX,9.132,
134074,SARIMAX,9.14,
133496,SARIMAX,9.152,
133215,SARIMAX,9.164,
134122,SARIMAX,9.195,
155057,SARIMAX,9.206,
155096,SARIMAX,9.33,
133402,SARIMAX,9.371,
133752,SARIMAX,9.383,
3759,SARIMAX,9.384,
9753,SARIMAX,9.386,
1752,SARIMAX,9.494,
133280,SARIMAX,9.526,
125665,SARIMAX,9.592,
133785,SARIMAX,9.599,
133260,SARIMAX,9.603,
3444,SARIMAX,9.709,
3314,SARIMAX,9.717,
3452,SARIMAX,9.749,
1063,SARIMAX,9.777,
160022,SARIMAX,9.821,
133566,SARIMAX,9.829,
64203,SARIMAX,9.847,
2267,SARIMAX,9.876,
2312,SARIMAX,9.877,
114401,SARIMAX,9.898,
133559,SARIMAX,9.907,
133517,SARIMAX,10.002,
5057,SARIMAX,10.147,
3495,SARIMAX,10.178,
125647,SARIMAX,10.187,
1881,SARIMAX,10.347,
9342,SARIMAX,10.387,
9334,SARIMAX,10.44,
2745,SARIMAX,10.46,
3060,SARIMAX,10.502,
134131,SARIMAX,10.527,
133661,SARIMAX,10.57,
135011,SARIMAX,10.637,
155087,SARIMAX,10.64,
160065,SARIMAX,10.78,
2193,SARIMAX,10.783,
92402,SARIMAX,10.815,
76802,SARIMAX,10.884,
9245,SARIMAX,10.891,
133355,SARIMAX,10.915,
134183,SARIMAX,10.93,
133211,SARIMAX,10.941,
134017,SARIMAX,10.954,
134180,SARIMAX,10.956,
7287,SARIMAX,10.962,
155110,SARIMAX,10.969,
133695,SARIMAX,11.074,
2875,SARIMAX,11.107,
133490,SARIMAX,11.113,
1069,SARIMAX,11.118,
133446,SARIMAX,11.144,
3325,SARIMAX,11.175,
3337,SARIMAX,11.23,
133404,SARIMAX,11.269,
3852,SARIMAX,11.325,
133562,SARIMAX,11.367,
133263,SARIMAX,11.376,
133244,SARIMAX,11.385,
133353,SARIMAX,11.419,
8731,SARIMAX,11.475,
133503,SARIMAX,11.507,
1900,SARIMAX,11.605,
133476,SARIMAX,11.605,
133332,SARIMAX,11.767,
3779,SARIMAX,11.785,
133607,SARIMAX,11.793,
155116,SARIMAX,11.827,
160058,SARIMAX,11.853,
3125,SARIMAX,11.899,
9746,SARIMAX,11.916,
2995,SARIMAX,11.936,
8697,SARIMAX,11.936,
3216,SARIMAX,11.968,
158201,SARIMAX,11.993,
155098,SARIMAX,12.126,
2906,SARIMAX,12.175,
8159,SARIMAX,12.225,
134176,SARIMAX,12.274,
155102,SARIMAX,12.307,
2992,SARIMAX,12.337,
2648,SARIMAX,12.35,
155035,SARIMAX,12.398,
160015,SARIMAX,12.415,
133707,SARIMAX,12.42,
134065,SARIMAX,12.494,
155119,SARIMAX,12.545,
160034,SARIMAX,12.56,
6449,SARIMAX,12.605,
1780,SARIMAX,12.735,
139801,SARIMAX,12.74,
2153,SARIMAX,12.823,
1083,SARIMAX,12.824,
8787,SARIMAX,12.848,
134136,SARIMAX,12.865,
133248,SARIMAX,12.872,
136945,SARIMAX,12.897,
133464,SARIMAX,12.955,
133463,SARIMAX,12.991,
9314,SARIMAX,13.009,
133660,SARIMAX,13.032,
133279,SARIMAX,13.064,
160020,SARIMAX,13.119,
155019,SARIMAX,13.12,
1068,SARIMAX,13.133,
133213,SARIMAX,13.138,
175001,SARIMAX,13.193,
5044,SARIMAX,13.271,
39603,SARIMAX,13.283,
155088,SARIMAX,13.286,
136927,SARIMAX,13.347,
133771,SARIMAX,13.369,
135025,SARIMAX,13.403,
1270,SARIMAX,13.478,
3596,SARIMAX,13.488,
133454,SARIMAX,13.503,
5021,SARIMAX,13.663,
155131,SARIMAX,13.749,
7286,SARIMAX,13.784,
8782,SARIMAX,13.838,
42601,SARIMAX,13.918,
125656,SARIMAX,13.974,
160014,SARIMAX,14.03,
133668,SARIMAX,14.153,
133285,SARIMAX,14.296,
8901,SARIMAX,14.355,
5022,SARIMAX,14.399,
150402,SARIMAX,14.6,
133758,SARIMAX,14.604,
138001,SARIMAX,14.638,
2614,SARIMAX,14.73,
2266,SARIMAX,14.781,
5076,SARIMAX,14.849,
5078,SARIMAX,14.898,
155039,SARIMAX,14.902,
133790,SARIMAX,14.947,
134069,SARIMAX,15.113,
133677,SARIMAX,15.164,
133694,SARIMAX,15.177,
5086,SARIMAX,15.183,
134014,SARIMAX,15.207,
3371,SARIMAX,15.395,
1087,SARIMAX,15.461,
160042,SARIMAX,15.661,
155071,SARIMAX,15.664,
133349,SARIMAX,15.716,
133346,SARIMAX,15.787,
57401,SARIMAX,15.869,
9750,SARIMAX,15.912,
6482,SARIMAX,15.928,
64601,SARIMAX,16.004,
3840,SARIMAX,16.097,
133351,SARIMAX,16.202,
135002,SARIMAX,16.216,
155106,SARIMAX,16.245,
134013,SARIMAX,16.34,
135040,SARIMAX,16.37,
134171,SARIMAX,16.377,
2309,SARIMAX,16.38,
134015,SARIMAX,16.607,
2458,SARIMAX,16.719,
133765,SARIMAX,16.773,
160048,SARIMAX,16.816,
135013,SARIMAX,16.875,
134185,SARIMAX,17.079,
135008,SARIMAX,17.129,
3359,SARIMAX,17.255,
135036,SARIMAX,17.453,
133497,SARIMAX,17.47,
155125,SARIMAX,17.546,
155074,SARIMAX,17.585,
135053,SARIMAX,17.771,
1872,SARIMAX,17.803,
135007,SARIMAX,17.806,
125650,SARIMAX,17.823,
133331,SARIMAX,17.828,
133325,SARIMAX,17.866,
78602,SARIMAX,17.919,
134026,SARIMAX,17.988,
155085,SARIMAX,18.074,
133769,SARIMAX,18.079,
134002,SARIMAX,18.151,
160037,SARIMAX,18.32,
125601,SARIMAX,18.348,
6458,SARIMAX,19.351,
125661,SARIMAX,19.5,
125626,SARIMAX,19.582,
141002,SARIMAX,19.658,
155072,SARIMAX,19.658,
125654,SARIMAX,19.794,
133646,SARIMAX,20.037,
132001,SARIMAX,20.268,
133409,SARIMAX,20.271,
133688,SARIMAX,20.46,
1861,SARIMAX,21.167,
133600,SARIMAX,21.496,
160019,SARIMAX,21.765,
133772,SARIMAX,22.514,
3375,SARIMAX,22.633,
160064,SARIMAX,23.027,
134023,SARIMAX,23.064,
155066,SARIMAX,23.776,
133347,SARIMAX,24.778,
163206,SARIMAX,25.007,
2230,SARIMAX,26.929,
3322,SARIMAX,27.724,
134019,SARIMAX,27.809,
135005,SARIMAX,27.896,
133669,SARIMAX,27.978,
133800,SARIMAX,30.813,
160069,SARIMAX,30.97,
1771,SARIMAX,32.21,
160076,SARIMAX,32.248,
80001,SARIMAX,32.967,
160038,SARIMAX,33.077,
134175,SARIMAX,33.352,
133778,SARIMAX,33.661,
155064,SARIMAX,33.942,
133493,SARIMAX,34.237,
3369,SARIMAX,34.909,
136878,SARIMAX,34.943,
133231,SARIMAX,35.212,
9307,SARIMAX,35.346,
1959,SARIMAX,36.929,
160029,SARIMAX,37.143,
133756,SARIMAX,37.811,
5224,SARIMAX,40.222,
3430,SARIMAX,41.009,
3161,SARIMAX,42.501,
163213,SARIMAX,46.653,
5095,SARIMAX,46.675,
135041,SARIMAX,46.99,
170002,SARIMAX,52.307,
2195,SARIMAX,60.827,
5067,SARIMAX,79.37,
39202,SARIMAX,86.452,
1751,SARIMAX,110.318,
1845,SARIMAX,115.521,
165211,SARIMAX,219.664,
134007,SARIMAX,263.02,
3821,SARIMAX,341.946,
133371,SARIMAX,359.111,
62403,SARIMAX,449.194,
134052,SARIMAX,579.301,
3824,SARIMAX,664.083,
6433,SARIMAX,1088.251,
134133,SARIMAX,1241.895,
155136,SARIMAX,1394.773,
169801,SARIMAX,1418.965,
135044,SARIMAX,1444.958,
6418,SARIMAX,6806.406,
9339,SARIMAX,10341.638,
3128,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 73
3432,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 42
52401,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 30
52402,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 27
52406,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 28
52407,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 27
52408,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 27
52409,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 30
52411,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 28
52414,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 28
125624,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 70
125633,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 70
134033,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 32
134038,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 32
134051,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 32
137605,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 31
153401,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 10
160003,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 59
160047,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 18
160055,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 18
160079,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 57
164201,,,"Found array with 0 sample(s) (shape=(0, 18)) while a minimum of 1 is required by RandomForestRegressor."
170010,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 22
170032,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 22
170033,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 22
175401,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 55
175603,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 44
175604,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 44
175801,,,boolean index did not match indexed array along axis 0; size of axis is 75 but size of corresponding boolean axis is 10
